,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
3499,Bachelors,2016,Pune,3,31,Male,No,0,True
3500,Bachelors,2017,Bangalore,3,41,Male,No,1,False
3501,Bachelors,2015,New Delhi,3,35,Female,No,3,False
3502,Bachelors,2015,Bangalore,3,37,Female,No,5,False
3503,Bachelors,2016,Bangalore,3,34,Male,No,4,False
3504,Masters,2017,Bangalore,2,40,Female,Yes,2,False
3505,Bachelors,2015,Bangalore,3,39,Male,No,5,True
3506,Bachelors,2013,Pune,3,37,Male,No,2,False
3507,Bachelors,2015,Pune,2,36,Female,Yes,1,True
3508,Bachelors,2014,Bangalore,3,35,Female,No,2,False
3509,Masters,2013,Bangalore,3,37,Female,No,3,True
3510,Bachelors,2013,New Delhi,3,41,Female,No,1,False
3511,Masters,2017,New Delhi,2,40,Male,No,2,False
3512,Bachelors,2016,Bangalore,3,37,Male,No,2,False
3513,Masters,2013,New Delhi,3,40,Female,No,2,True
3514,Bachelors,2015,Bangalore,3,39,Male,No,5,False
3515,Masters,2015,Pune,2,33,Female,No,4,False
3516,Bachelors,2012,Bangalore,3,36,Male,No,1,True
3517,Bachelors,2012,Bangalore,3,36,Male,No,5,False
3518,Bachelors,2015,Bangalore,3,38,Male,No,3,False
3519,Bachelors,2017,New Delhi,2,37,Female,No,5,False
3520,Masters,2017,New Delhi,3,34,Female,No,2,False
3521,Bachelors,2013,Bangalore,3,31,Male,No,2,True
3522,Bachelors,2013,Bangalore,3,38,Male,No,5,False
3523,Bachelors,2017,Bangalore,3,36,Male,No,3,False
3524,Bachelors,2012,Bangalore,3,40,Male,No,1,False
3525,Bachelors,2017,Bangalore,3,41,Male,No,5,True
3526,Bachelors,2015,Bangalore,3,31,Female,No,4,False
3527,Bachelors,2017,New Delhi,3,41,Male,No,2,False
3528,Bachelors,2015,New Delhi,3,31,Female,No,3,False
3529,Bachelors,2017,Pune,3,31,Female,No,0,True
3530,Bachelors,2017,New Delhi,2,37,Male,No,0,False
3531,Bachelors,2012,Pune,3,39,Male,No,0,False
3532,Bachelors,2014,Bangalore,3,38,Male,No,3,False
3533,Bachelors,2013,Pune,3,40,Female,No,2,True
3534,Bachelors,2013,Pune,3,36,Male,No,1,False
3535,Bachelors,2016,Bangalore,3,41,Male,No,3,False
3536,Bachelors,2018,Bangalore,3,32,Female,No,2,True
3537,Masters,2018,Bangalore,3,40,Female,No,3,True
3538,Bachelors,2012,Bangalore,3,39,Female,No,2,False
3539,Bachelors,2014,New Delhi,3,33,Male,No,3,False
3540,Bachelors,2012,Bangalore,3,32,Male,No,4,False
3541,Bachelors,2018,Bangalore,3,41,Male,No,5,True
3542,Bachelors,2016,Bangalore,3,36,Male,No,2,False
3543,Bachelors,2016,Bangalore,3,31,Male,No,0,False
3544,Bachelors,2014,Bangalore,3,37,Male,No,4,False
3545,Bachelors,2014,Bangalore,3,33,Male,No,5,True
3546,Masters,2018,Pune,3,31,Male,No,2,True
3547,Bachelors,2017,New Delhi,3,35,Female,No,5,False
3548,Bachelors,2015,Pune,1,32,Female,No,5,True
3549,Masters,2017,New Delhi,3,41,Female,No,2,False
3550,Masters,2017,New Delhi,2,36,Female,No,1,False
3551,Masters,2017,Pune,3,35,Male,No,1,False
3552,Masters,2017,New Delhi,3,35,Male,No,1,True
3553,Bachelors,2015,New Delhi,3,33,Male,No,1,False
3554,Bachelors,2014,Bangalore,3,38,Female,No,4,False
3555,Bachelors,2015,New Delhi,2,33,Female,No,3,True
3556,Masters,2018,New Delhi,3,31,Female,Yes,2,True
3557,PHD,2015,Bangalore,3,31,Male,No,3,False
3558,Bachelors,2013,Bangalore,3,37,Male,No,5,False
3559,Bachelors,2014,Bangalore,3,32,Male,No,1,False
3560,Bachelors,2017,Bangalore,3,33,Male,No,3,False
3561,Bachelors,2014,Bangalore,3,37,Male,No,5,False
3562,Bachelors,2012,Bangalore,3,32,Male,No,3,False
3563,Bachelors,2015,Pune,3,40,Female,Yes,2,True
3564,Bachelors,2014,Pune,1,40,Female,No,1,True
3565,Masters,2013,New Delhi,2,32,Male,No,2,True
3566,Masters,2017,Bangalore,2,39,Female,No,2,True
3567,PHD,2016,New Delhi,3,41,Male,No,1,False
3568,PHD,2014,New Delhi,3,32,Female,No,0,False
3569,Bachelors,2017,Bangalore,3,38,Male,No,0,True
3570,Masters,2017,New Delhi,2,31,Female,Yes,2,False
3571,Bachelors,2018,Bangalore,3,38,Male,Yes,3,True
3572,Bachelors,2016,Bangalore,3,32,Male,No,4,False
3573,Bachelors,2017,Pune,2,35,Female,No,5,True
3574,Bachelors,2013,Bangalore,3,34,Male,No,5,False
3575,Bachelors,2018,Bangalore,3,38,Male,Yes,1,True
3576,Bachelors,2014,Pune,1,36,Female,No,1,True
3577,Bachelors,2015,Bangalore,3,34,Female,Yes,2,False
3578,Masters,2015,New Delhi,3,39,Female,No,2,False
3579,Masters,2017,New Delhi,1,40,Female,No,0,False
3580,Bachelors,2016,Bangalore,3,38,Male,Yes,1,False
3581,Bachelors,2015,Pune,3,35,Male,No,3,False
3582,Bachelors,2014,Pune,2,31,Male,No,3,True
3583,Bachelors,2017,Pune,3,41,Male,No,2,False
3584,Bachelors,2017,Bangalore,3,35,Female,No,3,False
3585,Bachelors,2018,Bangalore,3,33,Male,No,5,True
3586,Bachelors,2017,New Delhi,2,33,Male,No,5,False
3587,Bachelors,2016,New Delhi,3,31,Female,Yes,4,False
3588,Masters,2013,New Delhi,3,35,Male,No,4,False
3589,Bachelors,2016,Bangalore,3,37,Female,No,1,False
3590,Bachelors,2015,Bangalore,3,31,Male,No,5,False
3591,Bachelors,2012,Bangalore,3,35,Male,No,1,True
3592,Bachelors,2014,Bangalore,3,32,Male,No,3,False
3593,Bachelors,2015,Bangalore,3,32,Female,No,0,False
3594,Bachelors,2017,Bangalore,3,40,Female,No,5,False
3595,Bachelors,2012,Bangalore,3,34,Male,No,5,False
3596,Bachelors,2014,Pune,3,37,Male,No,4,False
3597,PHD,2015,Bangalore,3,40,Male,No,3,False
3598,Masters,2017,New Delhi,2,34,Female,No,2,True
3599,Bachelors,2015,Pune,2,32,Female,No,3,True
3600,Bachelors,2013,Bangalore,3,33,Male,No,1,False
3601,Bachelors,2015,Bangalore,3,38,Male,No,3,True
3602,Masters,2017,New Delhi,2,41,Male,No,3,True
3603,Masters,2017,New Delhi,1,36,Female,No,0,False
3604,Bachelors,2016,Bangalore,3,33,Male,No,1,False
3605,Bachelors,2014,Pune,3,31,Male,No,5,False
3606,Bachelors,2013,Pune,2,34,Female,No,3,True
3607,Bachelors,2017,Bangalore,3,31,Male,No,1,False
3608,Bachelors,2016,New Delhi,2,36,Female,No,4,True
3609,Bachelors,2013,Bangalore,3,38,Male,No,5,False
3610,Bachelors,2015,Pune,2,39,Female,Yes,1,True
3611,Bachelors,2014,Pune,3,31,Male,No,3,False
3612,Bachelors,2015,New Delhi,3,40,Male,No,3,True
3613,Bachelors,2013,Bangalore,3,39,Male,No,0,False
3614,Bachelors,2015,Bangalore,3,32,Female,No,4,False
3615,Bachelors,2014,Bangalore,3,34,Male,No,1,False
3616,Masters,2015,New Delhi,3,38,Male,No,1,False
3617,Bachelors,2014,Bangalore,1,39,Male,No,2,False
3618,Bachelors,2014,Bangalore,3,39,Male,No,5,False
3619,Bachelors,2016,Bangalore,3,33,Male,No,1,False
3620,Bachelors,2018,Pune,2,34,Female,No,4,True
3621,Bachelors,2017,Pune,3,38,Male,Yes,1,False
3622,Masters,2017,New Delhi,2,33,Male,No,2,False
3623,Bachelors,2014,Bangalore,3,41,Male,No,5,False
3624,Masters,2017,Pune,1,39,Male,No,0,False
3625,Masters,2013,Pune,3,39,Male,No,2,False
3626,Bachelors,2014,Bangalore,3,41,Male,No,5,False
3627,Bachelors,2012,Bangalore,3,40,Male,No,4,False
3628,Bachelors,2014,Bangalore,3,36,Male,No,0,False
3629,Bachelors,2015,Bangalore,3,34,Male,No,0,False
3630,Bachelors,2013,Bangalore,3,32,Male,No,5,True
3631,Bachelors,2015,Bangalore,3,31,Male,No,4,False
3632,Bachelors,2012,Bangalore,3,36,Male,Yes,0,False
3633,Masters,2017,Pune,2,35,Male,No,1,True
3634,Bachelors,2017,Bangalore,3,32,Male,No,2,False
3635,Bachelors,2017,Pune,3,33,Male,Yes,5,False
3636,Bachelors,2016,Bangalore,3,34,Male,No,2,False
3637,Bachelors,2017,Bangalore,3,39,Male,No,3,False
3638,Bachelors,2018,Bangalore,3,38,Male,No,0,True
3639,Bachelors,2012,Pune,2,35,Female,No,1,True
3640,Bachelors,2015,Pune,2,40,Female,Yes,5,True
3641,Bachelors,2017,Pune,3,41,Male,No,3,False
3642,Bachelors,2016,Bangalore,1,33,Female,Yes,3,False
3643,Masters,2017,New Delhi,1,40,Male,No,0,False
3644,Bachelors,2018,Bangalore,3,33,Female,No,3,True
3645,Bachelors,2015,Bangalore,3,38,Male,No,1,True
3646,Masters,2017,Bangalore,2,32,Male,No,2,False
3647,Bachelors,2014,Pune,3,32,Male,Yes,2,False
3648,Bachelors,2015,New Delhi,3,32,Female,No,2,False
3649,Bachelors,2016,Pune,2,37,Female,No,2,True
3650,Bachelors,2015,Bangalore,3,40,Male,No,5,False
3651,Bachelors,2016,Bangalore,3,38,Male,No,1,False
3652,PHD,2018,New Delhi,3,33,Female,No,4,True
3653,Masters,2017,New Delhi,2,40,Male,No,4,False
3654,Masters,2017,New Delhi,2,35,Male,No,2,False
3655,Bachelors,2016,Bangalore,3,33,Male,No,3,False
3656,Bachelors,2017,Bangalore,3,37,Male,No,4,False
3657,Bachelors,2013,Bangalore,3,38,Male,No,0,False
3658,Bachelors,2018,Bangalore,3,32,Male,No,2,True
3659,Bachelors,2017,Bangalore,3,40,Female,No,2,False
3660,Bachelors,2015,New Delhi,3,33,Female,No,2,False
3661,Bachelors,2016,Bangalore,3,38,Male,No,2,True
3662,Bachelors,2013,Bangalore,3,34,Male,No,5,False
3663,Bachelors,2017,New Delhi,3,38,Female,No,4,False
3664,Bachelors,2018,Pune,2,31,Female,No,3,True
3665,Bachelors,2014,Pune,3,32,Female,No,4,False
3666,Bachelors,2013,Bangalore,3,35,Male,Yes,1,False
3667,Bachelors,2014,Bangalore,3,35,Male,No,0,True
3668,Bachelors,2012,Bangalore,3,33,Female,No,4,False
3669,Bachelors,2012,New Delhi,3,41,Female,No,0,False
3670,Bachelors,2015,Pune,1,31,Female,No,3,True
3671,Bachelors,2016,Bangalore,3,34,Male,No,3,False
3672,Masters,2017,New Delhi,2,40,Female,No,2,False
3673,Masters,2016,Bangalore,3,32,Male,No,1,True
3674,Bachelors,2012,Bangalore,3,36,Male,No,5,False
3675,Bachelors,2014,Pune,2,40,Female,No,3,True
3676,Bachelors,2012,Pune,3,31,Male,No,3,False
3677,Bachelors,2014,Bangalore,1,34,Female,No,5,False
3678,Masters,2013,New Delhi,3,41,Female,Yes,2,True
3679,Masters,2017,New Delhi,2,32,Male,No,2,False
3680,Bachelors,2016,Bangalore,3,41,Male,No,2,False
3681,Masters,2014,New Delhi,3,33,Male,No,3,False
3682,Bachelors,2013,Bangalore,3,33,Female,No,0,True
3683,Bachelors,2013,Pune,3,39,Female,No,2,False
3684,Masters,2018,Pune,3,40,Male,No,2,True
3685,Bachelors,2017,New Delhi,3,34,Male,No,3,False
3686,Bachelors,2016,Pune,3,41,Male,Yes,5,False
3687,Bachelors,2015,Pune,3,37,Male,No,5,True
3688,Masters,2017,Bangalore,3,32,Female,No,4,True
3689,Bachelors,2017,Bangalore,3,41,Male,No,3,False
3690,Bachelors,2018,Bangalore,3,34,Female,Yes,2,True
3691,Masters,2017,Bangalore,3,38,Male,No,5,True
3692,Bachelors,2017,Bangalore,3,40,Female,No,3,False
3693,Masters,2017,Pune,3,35,Male,No,2,False
3694,Bachelors,2015,Pune,3,31,Male,No,1,False
3695,Bachelors,2016,Pune,3,39,Male,No,4,False
3696,Bachelors,2018,Bangalore,3,39,Male,No,1,True
3697,Bachelors,2018,Bangalore,3,32,Male,No,3,True
3698,Bachelors,2015,Bangalore,3,38,Male,No,5,False
3699,Bachelors,2015,Bangalore,3,35,Male,No,3,False
3700,Bachelors,2013,Bangalore,1,38,Male,No,4,False
3701,Bachelors,2012,New Delhi,3,32,Male,No,1,True
3702,Bachelors,2014,Pune,2,37,Female,No,5,True
3703,Bachelors,2015,Pune,3,35,Male,No,0,False
3704,Bachelors,2017,Pune,3,41,Female,No,4,True
3705,Masters,2015,Bangalore,3,36,Male,No,0,False
3706,Bachelors,2017,Bangalore,3,35,Male,No,2,False
3707,Masters,2017,New Delhi,2,36,Male,No,2,True
3708,Masters,2017,Bangalore,1,34,Male,No,1,False
3709,Bachelors,2015,Bangalore,3,36,Male,No,3,False
3710,Bachelors,2017,Pune,2,33,Male,No,3,False
3711,Masters,2018,New Delhi,3,38,Male,No,2,True
3712,PHD,2013,New Delhi,3,35,Female,Yes,3,True
3713,Bachelors,2015,New Delhi,2,37,Female,No,3,True
3714,Bachelors,2017,Bangalore,3,31,Male,No,0,False
3715,Bachelors,2017,Pune,2,40,Female,No,2,True
3716,Bachelors,2015,Pune,3,32,Female,No,3,True
3717,Bachelors,2015,Bangalore,3,35,Male,Yes,2,False
3718,Bachelors,2012,Bangalore,3,38,Male,Yes,0,False
3719,Bachelors,2015,Pune,2,36,Female,No,0,True
3720,Masters,2015,Pune,3,36,Male,No,3,False
3721,Masters,2014,New Delhi,3,32,Female,No,5,False
3722,Bachelors,2018,Pune,2,37,Female,No,0,True
3723,Bachelors,2018,Pune,3,35,Female,No,0,True
3724,Bachelors,2015,Pune,1,36,Female,No,4,True
3725,Bachelors,2015,New Delhi,2,34,Female,No,5,True
3726,Masters,2017,New Delhi,2,35,Female,No,0,False
3727,Masters,2017,New Delhi,2,38,Female,No,5,False
3728,Bachelors,2015,Pune,2,39,Female,No,5,True
3729,Bachelors,2012,Pune,2,32,Female,No,5,True
3730,Bachelors,2015,Bangalore,3,39,Male,No,2,False
3731,Bachelors,2015,Bangalore,3,39,Male,No,2,True
3732,Masters,2017,Pune,2,37,Male,No,2,False
3733,Bachelors,2015,Bangalore,3,32,Female,No,5,False
3734,Bachelors,2017,New Delhi,2,38,Male,No,0,False
3735,Bachelors,2012,Pune,2,36,Female,No,5,True
3736,Masters,2016,Bangalore,1,37,Male,No,2,True
3737,Bachelors,2017,Pune,3,32,Male,No,4,False
3738,Masters,2017,New Delhi,3,37,Male,No,2,False
3739,Bachelors,2016,New Delhi,3,33,Male,No,2,False
3740,Bachelors,2016,Bangalore,3,39,Male,No,4,False
3741,Bachelors,2012,Bangalore,3,35,Male,No,1,True
3742,Masters,2015,Pune,3,39,Male,No,5,False
3743,Bachelors,2015,Bangalore,3,34,Male,No,0,False
3744,Masters,2017,New Delhi,2,33,Male,No,4,False
3745,Bachelors,2012,Bangalore,3,33,Male,No,1,False
3746,Bachelors,2015,New Delhi,3,31,Male,No,0,False
3747,PHD,2016,Pune,3,31,Female,No,4,False
3748,Bachelors,2015,Bangalore,3,37,Female,No,4,False
3749,Bachelors,2012,Bangalore,3,33,Male,No,0,False
3750,Bachelors,2017,Pune,3,31,Male,No,0,False
3751,Bachelors,2017,Bangalore,3,41,Female,No,2,False
3752,Masters,2017,Pune,2,39,Male,No,2,False
3753,Masters,2013,New Delhi,3,32,Male,No,2,False
3754,Bachelors,2016,Pune,3,37,Male,No,3,False
3755,Bachelors,2014,Bangalore,3,37,Male,No,1,False
3756,Bachelors,2017,Pune,2,34,Female,No,3,True
3757,Bachelors,2017,New Delhi,2,31,Male,No,2,False
3758,Bachelors,2014,Pune,2,34,Female,Yes,1,True
3759,Bachelors,2012,Bangalore,3,38,Female,No,5,False
3760,Bachelors,2013,Bangalore,3,37,Female,No,1,False
3761,Bachelors,2015,Pune,1,34,Female,No,3,True
3762,Bachelors,2015,Bangalore,3,33,Male,No,2,False
3763,Bachelors,2016,Bangalore,3,37,Male,No,4,False
3764,Bachelors,2016,Bangalore,3,41,Male,No,4,False
3765,Bachelors,2012,Bangalore,1,38,Female,No,1,False
3766,Bachelors,2016,Pune,3,40,Male,No,5,False
3767,Bachelors,2017,New Delhi,3,33,Female,No,1,True
3768,Bachelors,2016,New Delhi,3,33,Male,No,1,False
3769,Masters,2013,New Delhi,3,37,Male,Yes,2,False
3770,Bachelors,2017,New Delhi,2,36,Female,No,2,False
3771,Bachelors,2012,Bangalore,3,36,Female,No,5,False
3772,Bachelors,2015,Bangalore,3,41,Male,No,1,False
3773,Masters,2014,New Delhi,3,40,Male,No,5,False
3774,Bachelors,2016,Bangalore,3,36,Female,No,0,False
3775,Masters,2017,Bangalore,2,41,Male,Yes,2,True
3776,Bachelors,2015,Pune,3,33,Male,No,5,False
3777,Masters,2017,New Delhi,2,37,Female,No,2,False
3778,Bachelors,2017,New Delhi,2,33,Male,No,0,False
3779,Bachelors,2014,Bangalore,3,40,Female,No,4,False
3780,Masters,2018,New Delhi,3,36,Male,No,2,True
3781,Bachelors,2018,Bangalore,3,40,Male,Yes,3,True
3782,Masters,2018,Bangalore,3,40,Male,No,2,True
3783,Bachelors,2014,Bangalore,3,34,Male,No,3,False
3784,Bachelors,2012,Pune,3,39,Male,No,5,False
3785,Bachelors,2017,Pune,2,33,Male,No,1,True
3786,Bachelors,2016,Bangalore,3,37,Male,No,2,False
3787,Bachelors,2012,New Delhi,3,40,Male,No,3,False
3788,Bachelors,2018,Bangalore,3,38,Male,No,1,True
3789,Bachelors,2016,Bangalore,3,40,Male,Yes,1,False
3790,Bachelors,2014,New Delhi,3,38,Female,No,0,False
3791,Bachelors,2016,Bangalore,3,34,Male,Yes,1,False
3792,Masters,2016,New Delhi,3,37,Female,No,3,True
3793,Bachelors,2015,Bangalore,3,40,Male,No,5,False
3794,Bachelors,2015,New Delhi,3,40,Female,No,1,False
3795,Masters,2016,Bangalore,3,37,Male,No,2,True
3796,Bachelors,2016,Pune,2,37,Female,No,3,True
3797,Bachelors,2013,Pune,3,32,Male,No,1,False
3798,Masters,2017,New Delhi,1,35,Male,No,5,False
3799,Bachelors,2016,Bangalore,1,38,Male,No,3,False
3800,Bachelors,2017,Pune,3,34,Female,No,1,False
3801,Bachelors,2014,Bangalore,3,32,Male,No,2,True
3802,Bachelors,2013,Bangalore,3,37,Male,No,5,False
3803,Bachelors,2017,New Delhi,2,37,Male,No,4,False
3804,Bachelors,2014,Bangalore,3,35,Male,No,2,False
3805,Bachelors,2016,Bangalore,3,40,Male,No,0,False
3806,Bachelors,2012,Bangalore,3,40,Male,Yes,2,False
3807,Bachelors,2015,Bangalore,3,39,Female,No,3,True
3808,Masters,2013,New Delhi,3,41,Female,No,2,False
3809,Bachelors,2015,Bangalore,3,34,Female,No,4,False
3810,Bachelors,2012,New Delhi,3,34,Female,No,4,False
3811,Bachelors,2013,Pune,2,36,Male,No,2,True
3812,Masters,2016,New Delhi,3,39,Female,No,1,False
3813,Bachelors,2014,New Delhi,3,41,Male,No,5,False
3814,Bachelors,2015,Bangalore,3,40,Male,No,0,False
3815,Bachelors,2017,Bangalore,3,34,Female,No,5,False
3816,Bachelors,2013,Bangalore,3,31,Male,No,2,False
3817,Bachelors,2012,Pune,3,40,Male,No,3,False
3818,Bachelors,2013,Pune,3,32,Male,No,5,False
3819,Bachelors,2018,Pune,3,38,Male,No,3,True
3820,Bachelors,2016,Bangalore,3,40,Male,No,3,False
3821,PHD,2013,Bangalore,3,41,Male,No,4,False
3822,Bachelors,2014,Bangalore,3,36,Female,No,0,False
3823,Bachelors,2015,Pune,2,33,Female,Yes,3,True
3824,Bachelors,2016,New Delhi,3,37,Male,No,3,False
3825,Bachelors,2015,Pune,3,38,Male,No,4,False
3826,Bachelors,2017,Bangalore,3,32,Male,No,4,False
3827,Bachelors,2017,Pune,3,33,Male,No,1,False
3828,Bachelors,2015,Bangalore,3,38,Male,No,5,False
3829,Bachelors,2015,Pune,3,40,Female,No,5,True
3830,Bachelors,2014,Bangalore,3,35,Male,Yes,0,False
3831,Masters,2016,New Delhi,3,37,Female,No,5,False
3832,Bachelors,2016,Bangalore,3,37,Male,Yes,2,False
3833,Bachelors,2015,Bangalore,3,36,Male,No,2,False
3834,Bachelors,2017,Bangalore,3,33,Female,No,4,True
3835,Bachelors,2014,Pune,2,36,Female,No,3,True
3836,Bachelors,2016,Pune,3,32,Male,No,3,False
3837,Bachelors,2017,Bangalore,3,35,Female,No,1,True
3838,Bachelors,2014,Pune,2,34,Female,No,2,True
3839,Masters,2017,Pune,2,40,Male,No,5,False
3840,Bachelors,2016,Bangalore,3,37,Female,No,4,False
3841,Bachelors,2015,Bangalore,1,36,Male,No,1,False
3842,Bachelors,2012,Pune,3,41,Female,No,1,False
3843,Bachelors,2016,Pune,3,36,Male,No,0,False
3844,Bachelors,2017,Bangalore,3,31,Female,No,2,False
3845,Bachelors,2017,Pune,3,31,Male,No,3,False
3846,Bachelors,2014,Pune,3,33,Male,No,2,False
3847,Bachelors,2017,Bangalore,3,35,Male,Yes,0,False
3848,PHD,2016,New Delhi,3,34,Male,No,1,False
3849,Bachelors,2014,Bangalore,3,39,Female,No,4,False
3850,Masters,2015,Bangalore,3,31,Male,No,1,True
3851,Bachelors,2015,Pune,3,32,Female,No,0,True
3852,Bachelors,2017,Bangalore,3,33,Male,No,0,True
3853,Bachelors,2014,Bangalore,3,34,Male,Yes,1,False
3854,Masters,2014,Pune,3,39,Male,No,2,False
3855,Bachelors,2017,New Delhi,2,41,Female,No,2,True
3856,Bachelors,2017,New Delhi,2,34,Male,No,2,False
3857,Bachelors,2013,Bangalore,3,36,Female,No,5,False
3858,Bachelors,2015,Pune,2,39,Female,No,5,True
3859,Bachelors,2012,Pune,3,37,Male,No,5,False
3860,Bachelors,2016,Bangalore,3,36,Male,No,4,False
3861,Bachelors,2014,New Delhi,3,38,Female,No,1,False
3862,Bachelors,2017,Bangalore,3,38,Female,No,3,False
3863,Masters,2016,New Delhi,3,37,Female,No,2,True
3864,Bachelors,2012,Bangalore,3,34,Male,No,2,False
3865,Bachelors,2015,Bangalore,3,31,Male,No,2,False
3866,Bachelors,2015,Pune,2,32,Female,No,2,True
3867,Masters,2018,New Delhi,3,35,Male,No,2,True
3868,Bachelors,2017,Bangalore,3,31,Male,Yes,2,False
3869,Bachelors,2015,Bangalore,1,32,Male,Yes,0,True
3870,Bachelors,2015,Bangalore,3,31,Female,No,5,False
3871,Bachelors,2018,Bangalore,3,37,Male,No,5,True
3872,PHD,2018,New Delhi,3,40,Male,No,3,True
3873,Bachelors,2015,Bangalore,1,41,Male,No,1,False
3874,Bachelors,2017,Pune,3,34,Male,No,5,False
3875,Bachelors,2014,Bangalore,3,36,Male,Yes,3,False
3876,Bachelors,2013,Pune,3,35,Male,No,1,False
3877,Masters,2017,New Delhi,3,38,Female,No,3,False
3878,Bachelors,2017,Bangalore,3,33,Male,No,1,False
3879,Bachelors,2014,Bangalore,3,38,Female,No,2,False
3880,Bachelors,2018,Bangalore,3,38,Male,No,1,True
3881,Bachelors,2017,Pune,2,40,Male,No,4,False
3882,Bachelors,2013,New Delhi,3,39,Male,No,5,False
3883,Bachelors,2014,New Delhi,3,33,Female,No,4,False
3884,Bachelors,2015,Pune,3,32,Female,No,3,True
3885,Bachelors,2013,Bangalore,3,39,Male,No,2,False
3886,Bachelors,2015,Bangalore,3,38,Female,No,4,False
3887,Bachelors,2013,Bangalore,3,38,Male,No,2,False
3888,Bachelors,2017,Bangalore,3,35,Male,No,0,False
3889,Bachelors,2017,Pune,3,31,Female,No,0,True
3890,Bachelors,2017,Bangalore,3,41,Male,No,5,False
3891,Bachelors,2013,New Delhi,3,38,Female,No,4,True
3892,Bachelors,2016,Bangalore,3,40,Male,Yes,1,False
3893,Bachelors,2018,Bangalore,3,36,Female,No,2,True
3894,PHD,2013,New Delhi,3,36,Male,No,3,True
3895,Bachelors,2014,Pune,3,41,Male,No,4,False
3896,Bachelors,2014,Bangalore,3,35,Male,Yes,1,False
3897,Bachelors,2017,Bangalore,3,38,Male,No,5,False
3898,Bachelors,2017,New Delhi,2,41,Female,No,0,False
3899,Bachelors,2012,Bangalore,1,34,Male,No,0,False
3900,Bachelors,2016,Bangalore,3,39,Female,No,3,True
3901,Bachelors,2014,Bangalore,3,37,Male,No,5,False
3902,Bachelors,2015,Pune,2,39,Female,Yes,0,True
3903,Bachelors,2013,Bangalore,3,31,Male,No,2,True
3904,Masters,2012,New Delhi,3,34,Female,No,3,False
3905,Bachelors,2015,Bangalore,3,39,Male,No,1,False
3906,Bachelors,2014,Pune,2,38,Female,No,3,True
3907,Bachelors,2012,Bangalore,3,34,Male,No,1,False
3908,Bachelors,2016,Bangalore,3,31,Female,No,2,False
3909,Bachelors,2016,Bangalore,3,39,Female,No,0,False
3910,Bachelors,2013,Bangalore,3,31,Female,No,1,False
3911,Bachelors,2012,Bangalore,3,36,Male,No,1,False
3912,Bachelors,2017,New Delhi,3,37,Male,No,0,False
3913,Bachelors,2015,Pune,1,38,Female,No,1,True
3914,PHD,2017,Pune,3,41,Male,No,2,False
3915,Bachelors,2018,Bangalore,3,32,Male,No,4,True
3916,Bachelors,2018,Pune,3,35,Male,No,0,True
3917,Bachelors,2017,Bangalore,3,35,Male,No,1,False
3918,Bachelors,2013,Bangalore,3,32,Male,No,1,False
3919,Bachelors,2015,Bangalore,3,31,Male,No,1,True
3920,Bachelors,2015,Bangalore,3,41,Male,No,4,False
3921,Bachelors,2012,Bangalore,3,33,Male,Yes,0,False
3922,Bachelors,2012,New Delhi,2,38,Female,No,1,True
3923,Masters,2012,Bangalore,3,39,Female,No,3,True
3924,Bachelors,2015,Bangalore,1,36,Female,No,2,False
3925,Masters,2017,Bangalore,2,31,Male,No,5,False
3926,Masters,2017,New Delhi,2,39,Female,No,2,True
3927,Masters,2017,New Delhi,3,41,Male,No,3,True
3928,PHD,2018,New Delhi,3,33,Female,No,0,True
3929,Bachelors,2015,Bangalore,3,38,Male,No,1,False
3930,Bachelors,2017,Pune,2,31,Male,No,0,False
3931,Bachelors,2014,Bangalore,3,34,Male,No,4,False
3932,Bachelors,2017,Bangalore,3,40,Male,No,2,False
3933,Bachelors,2012,Bangalore,3,36,Male,No,1,False
3934,Bachelors,2015,Bangalore,3,36,Female,No,2,False
3935,Bachelors,2017,New Delhi,2,41,Female,No,4,False
3936,Bachelors,2017,Bangalore,3,37,Male,No,3,False
3937,Bachelors,2017,New Delhi,3,33,Male,No,5,False
3938,Bachelors,2017,New Delhi,3,41,Female,No,4,False
3939,Bachelors,2017,Bangalore,3,37,Female,No,2,False
3940,Bachelors,2017,Pune,3,38,Male,Yes,5,False
3941,Bachelors,2015,Bangalore,3,34,Male,No,2,True
3942,Bachelors,2017,Pune,3,37,Female,No,0,False
3943,Bachelors,2014,Bangalore,3,34,Male,No,0,True
3944,Bachelors,2012,Pune,3,32,Male,No,1,False
3945,Masters,2012,New Delhi,3,35,Female,No,4,True
3946,Bachelors,2013,Pune,3,36,Male,No,3,False
3947,Bachelors,2015,Bangalore,3,34,Female,No,2,False
3948,Bachelors,2014,Bangalore,3,37,Female,No,3,False
3949,Bachelors,2016,Bangalore,3,40,Female,Yes,4,False
3950,Bachelors,2014,Pune,3,33,Male,No,4,False
3951,Bachelors,2016,Bangalore,3,39,Female,No,4,False
3952,Bachelors,2012,Bangalore,3,40,Male,No,4,False
3953,Bachelors,2013,Bangalore,1,34,Male,No,4,True
3954,Bachelors,2016,Pune,3,40,Male,No,5,False
3955,PHD,2013,Bangalore,3,32,Male,No,5,False
3956,Bachelors,2012,Bangalore,3,33,Male,No,1,False
3957,Bachelors,2017,New Delhi,1,31,Female,No,4,True
3958,Masters,2016,New Delhi,3,41,Female,No,4,False
